50, 0
-1.55431223447522E-15, -24.9999999967912
2.22044604925031E-15, 3.99680288865056E-15
1.22124532708767E-15, -12.4999999967726
2.22044604925031E-15, 4.27435864480685E-15
1.55431223447522E-15, 1.11022302462516E-16
3.44169137633799E-15, 7.7715611723761E-16
7.21644966006352E-16, -2.60579291477825E-09
2.33146835171283E-15, 9.99200722162641E-16
1.99840144432528E-15, -1.81767667584154E-09
9.43689570931383E-16, 2.99760216648792E-15
2.85882428840978E-15, 8.39854297218778E-10
2.29677388219329E-15, 9.99200722162641E-16
2.94209101525666E-15, 2.08360773079619E-09
3.10862446895044E-15, 6.66133814775094E-16
9.99200722162641E-16, 1.11022302462516E-16
2.33146835171283E-15, 1.99840144432528E-15
1.22124532708767E-15, -2.41003339507273E-09
2.66453525910038E-15, 1.22124532708767E-15
2.22044604925031E-15, -1.07175934793702E-09
1.33226762955019E-15, 1.99840144432528E-15
2.55351295663786E-15, 1.0675816342065E-09
1.11022302462516E-15, 9.43689570931383E-16
2.33146835171283E-15, -3.70716696229678E-09
1.99840144432528E-15, 1.51267887105178E-15
0, 8.04071436169562E-15
2.22044604925031E-15, 1.52655665885959E-15
1.66533453693773E-15, 3.70716760067502E-09
1.33226762955019E-15, 8.88178419700125E-16
1.55431223447522E-15, -1.06758041296118E-09
1.55431223447522E-15, 1.83186799063151E-15
2.66453525910038E-15, 1.07175968100393E-09
1.88737914186277E-15, 7.7715611723761E-16
3.1641356201817E-15, 2.41003417222885E-09
2.27595720048157E-15, 1.66533453693773E-15
1.72084568816899E-15, 0
2.692290834716E-15, 1.22124532708767E-15
4.78783679369599E-16, -2.08360639852856E-09
2.1163626406917E-15, 1.77635683940025E-15
1.69309011255336E-15, -8.39853631084964E-10
1.16573417585641E-15, 1.88737914186277E-15
2.77555756156289E-15, 1.81767823015377E-09
1.77635683940025E-15, 8.88178419700125E-16
2.83106871279415E-15, 2.60579280375595E-09
2.55351295663786E-15, 7.21644966006352E-16
1.77635683940025E-15, -2.77555756156289E-16
2.77555756156289E-15, 2.88657986402541E-15
9.99200722162641E-16, 12.4999999967726
1.66533453693773E-15, 4.44089209850063E-15
9.54791801177635E-15, 24.9999999967912
