出表日期,公司代號,公司名稱,公司簡稱,外國企業註冊地國,產業別,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額,私募股數,特別股,編制財務報表類型,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,網址,已發行普通股數或TDR原股發行股數
"1130522","1260","富味鄉食品股份有限公司","富味鄉","－ ","02","台北市大安區市民大道四段102號11樓","12467902","陳昶宏","劉兆華","陳淑紋","副總經理","謝宗穎","(02)2750-5667","19831108","20121126","新台幣                 10.0000元","1020981820","0","0","1","福邦證券股份有限公司","(02)2371-1658","台北市中正區忠孝西路一段６號６樓","資誠聯合會計師事務所","黃金連","賴宗羲","FLAVOR","11F., No. 102, Sec. 4, Civic Blvd., Da'an Dist.,Taipei City 106, Taiwan","(02)2750-6777","flavor@flavor.com.tw","www.flavor.com.tw","102098182"
"1130522","1269","乾杯股份有限公司","乾杯","－ ","16","台北市中正區忠孝東路二段88號11樓","70443909","平出莊司","平出莊司","廖佳怡","董事長室經理","董浩成","(02)3322-2627","19991013","20160829","新台幣                 10.0000元","211699110","0","0","1","凱基證券股份有限公司","02-2389-2999","台北市中正區重慶南路1段2號5樓","勤業眾信聯合會計師事務所","姚勝雄","陳昭伶","KANPAI","11F., No.88, Sec. 2, Zhongxiao E. Rd., Zhongzheng Dist.,Taipei City 100, Taiwan (R.O.C.)","(02)3322-2696","ir@kanpai.com.tw","www.kanpai.com.tw","21169911"
"1130522","1271","晨暉生物科技股份有限公司","晨暉生技","－ ","22","台北市內湖區行愛路139號","28708250","盛保熙","潘佳岳","潘佳岳","總經理","鄭元菖","(02)2792-9568","20070910","20210118","新台幣                 10.0000元","593890660","0","0","1","台新綜合證券(股)公司股務代理部","(02)2504-8125","台北市中山區建國北路一段96號B1","安永聯合會計師事務所","洪國森","張巧穎","SunWay","No.139, Xing'ai Rd., Neihu DistrictTaipei City, Taiwan (R.O.C.)","(02)2792-9566","ir@sunway.cc","www.sunway.cc","59389066"
"1130522","1293","利統股份有限公司","利統","－ ","02","新北市汐止區康寧街169巷31-1號13樓之1","89955491","張天鴻","林燕","蔡沛協","財務長","林燕","(02)2694-0885","19941228","20211029","新台幣                 10.0000元","170941120","0","0","1","福邦證券股份有限公司","(02)2371-1658","台北市中正區忠孝西路一段6號6樓","安侯建業聯合會計師事務所","吳趙仁","郭柔蘭","Lytone","13F-1, No. 31-1, Ln. 169, Kangning St., Xizhi Dist.,New Taipei City, Taiwan, R.O.C.","(02)2694-0121","ir@lytone.com","http://www.lytone.com","17094112"
"1130522","1294","漢田生技股份有限公司","漢田生技","－ ","02","彰化縣溪湖鎮西溪里工業路101號","28814153","李雨霖","李雨霖","劉騏豪","財務長","楊碧珍","04-8811181","20071022","20220930","新台幣                 10.0000元","194144330","0","0","1","中國信託商業銀行代理部","02-6636-5566","100台北市中正區重慶南路一段83號5樓","勤業眾信聯合會計師事務所","陳明煇會計師","黃裕峰會計師","HTB","No. 101, Gongye Rd., Xihu Township,Changhua County, Taiwan (R.O.C)","04-8823456","IR@htbios.com","https://www.htbios.com/","19414433"
"1130522","1295","生合生物科技股份有限公司","生合","－ ","02","高雄市路竹區北嶺六路66號","70402724","楊連傳","楊三連(執行長)","張秀如","副總經理","蔡明儒","07-6955680","20000601","20231213","新台幣                 10.0000元","307400000","0","0","1","台新證券股務代理部","02-25048125","台北市建國北路一段96號B1","安侯建業聯合會計師事務所","許振隆","高鈺倫","SYNBIO","NO.66,Beiling 6th Rd.,Luzhu Dist.,Kaohsiung City821,Taiwan","076955713","investor@synbiotech.com.tw","http://www.synbiotech.com","30740000"
"1130522","1343","旭東環保科技股份有限公司","旭東環保","－ ","35","屏東縣屏東市大洲里環東街2號","89323361","董基旭","董基旭","董妍伶","董事長特助","楊茹涵","(08)7530968","19950210","20210325","新台幣                 10.0000元","326858590","0","0","2","華南永昌綜合證券股份有限公司","(02)2718-6425","台北市松山區民生東路四段54號4樓","勤業眾信聯合會計師事務所","陳秀雯","張慈媛","SUN RISE","No.2, Huandong St.Pingtung City, Pingtung County , Taiwan","(08)7535986","sunrise@srise.com.tw","https://www.srise.com.tw/","32685859"
"1130522","1480","東盟開發實業股份有限公司","東盟開發","－ ","10","台南市學甲區秀昌里5鄰一秀155號","88121697","黃忠誠","黃忠誠","馬畹芬","資訊部經理","陳重宏","02-26961255","19681017","20231027","新台幣                 10.0000元","4160852170","0","0","2","統一綜合證券股份有限公司代理部","02-27463797","台北市松山區東興路8號B1樓","勤業眾信聯合會計師事務所","劉明賢","鄭旭然","TM　　","Tower C, 24FL,No.90,Sec.1, Hsin-Tai 5th Rd.,Hsichih Dist.,　　New Taipei City,Taiwan,R.O.C.　　","02-26961352","無","www.tungmung.com.tw","416085217"
"1130522","1585","鎧鉅科技股份有限公司","鎧鉅","－ ","28","新北市三峽區介壽路一段412巷18號","12642444","林柄達","蔣清河","蔣清河","執行董事兼總經理","徐惠娟","02-26685678","20001026","20070502","新台幣                 10.0000元","539500000","0","0","1","宏遠證券股份有限公司","02-23268818","台北市大安區信義路四段236號3樓","馬施云大華聯合會計師事務所","吳昆益","趙翊棋","TOPGREEN","No.18, Ln.412, Sec. 1,Jieshou Rd.,Sanxia Dist.,New Taipei City 237,Taiwan R.O.C.","02-26685858","maggie@topgreentech.com","www.topgreentech.com","53950000"
"1130522","1594","日高工程實業股份有限公司","日高","－ ","05","(80147)高雄市前金區中正四路136號11樓","04938839","陳鴻文","周賢昌","周賢昌","總經理","林盈秀","07-2858631","19740402","20101013","新台幣                 10.0000元","332200000","0","0","1","國票綜合證券(股)公司股務代理部","02-25288988","台北市松山區南京東路五段188號15樓","勤業眾信聯合會計師事務所","陳明煇","林心彤","JUKAO","11F.,No.136,Zhongzheng 4th Rd.,Qianjin Dist.,Kaohsiung,80147Taiwan,Republic of china","07-2874674","jk_sales@jukao.com.tw","http://www.jukao.com.tw/","33220000"
